,season,division,matchday,team,Away_team,index_match,W,L,T,result,rank,GD_home,GD_away
28348,1997-1998,2,22,UD Las Palmas,Atl. Madrid B,37328,8.0,2.0,11.0,T,3.0,13.0,-13.0
28342,1997-1998,2,22,Badajoz 1905,Real Jaén CF,37329,6.0,5.0,10.0,L,13.0,4.0,-4.0
28346,1997-1998,2,22,CD Numancia,Elche CF,37330,5.0,8.0,8.0,L,16.0,-12.0,12.0
28347,1997-1998,2,22,CF Extremadura,Xerez CD,37331,10.0,4.0,7.0,W,2.0,9.0,-9.0
28360,1997-1998,2,23,Hércules CF,Villarreal,37332,8.0,8.0,6.0,W,12.0,0.0,0.0
28353,1997-1998,2,23,CD Toledo,CA Osasuna,37333,4.0,8.0,10.0,T,18.0,-9.0,9.0
28353,1997-1998,2,23,Atl. Madrid B,UE Lleida,37334,9.0,5.0,8.0,W,5.0,8.0,-8.0
28355,1997-1998,2,23,Rayo Vallecano,CD Numancia,37335,9.0,5.0,8.0,W,6.0,11.0,-11.0
28362,1997-1998,2,23,Sevilla FC,CD Ourense,37336,7.0,8.0,7.0,W,15.0,0.0,0.0
28361,1997-1998,2,23,Xerez CD,Badajoz 1905,37337,3.0,10.0,9.0,T,20.0,-11.0,11.0
28358,1997-1998,2,23,UD Las Palmas,CD Leganés,37338,8.0,2.0,12.0,T,4.0,13.0,-13.0
28354,1997-1998,2,23,Elche CF,CF Extremadura,37339,6.0,10.0,6.0,L,16.0,-4.0,4.0
28357,1997-1998,2,23,SD Eibar,Alavés,37340,9.0,5.0,8.0,L,7.0,11.0,-11.0
28356,1997-1998,2,23,Real Jaén CF,CD Logroñés,37341,3.0,10.0,9.0,W,19.0,-13.0,13.0
28361,1997-1998,2,23,Levante,Albacete,37342,3.0,13.0,6.0,L,22.0,-17.0,17.0
28370,1997-1998,2,24,Levante,SD Eibar,37343,3.0,14.0,6.0,T,22.0,-19.0,19.0
28363,1997-1998,2,24,Atl. Madrid B,CD Ourense,37344,10.0,5.0,8.0,W,3.0,10.0,-10.0
28367,1997-1998,2,24,CD Logroñés,Xerez CD,37345,2.0,11.0,10.0,T,21.0,-12.0,12.0
28366,1997-1998,2,24,CD Leganés,UE Lleida,37346,8.0,6.0,9.0,W,11.0,-2.0,2.0
28371,1997-1998,2,24,Rayo Vallecano,Villarreal,37347,10.0,5.0,8.0,L,4.0,12.0,-12.0
28365,1997-1998,2,24,CD Toledo,Hércules CF,37348,4.0,8.0,11.0,T,17.0,-9.0,9.0
28368,1997-1998,2,24,CD Numancia,CF Extremadura,37349,5.0,10.0,8.0,T,18.0,-16.0,16.0
28362,1997-1998,2,24,Alavés,UD Las Palmas,37350,12.0,5.0,6.0,L,2.0,15.0,-15.0
28365,1997-1998,2,24,CA Osasuna,Albacete,37351,9.0,8.0,6.0,L,10.0,4.0,-4.0
28372,1997-1998,2,24,Sevilla FC,Real Jaén CF,37352,8.0,8.0,7.0,L,14.0,1.0,-1.0
28364,1997-1998,2,24,Badajoz 1905,Elche CF,37353,6.0,6.0,11.0,W,15.0,3.0,-3.0
28373,1997-1998,2,25,Albacete,Hércules CF,37354,9.0,7.0,8.0,L,10.0,1.0,-1.0
28375,1997-1998,2,25,CD Toledo,Rayo Vallecano,37355,4.0,8.0,12.0,L,17.0,-9.0,9.0
28377,1997-1998,2,25,CA Osasuna,SD Eibar,37356,9.0,9.0,6.0,T,12.0,3.0,-3.0
28378,1997-1998,2,25,Real Jaén CF,Atl. Madrid B,37357,5.0,10.0,9.0,T,16.0,-11.0,11.0
28376,1997-1998,2,25,CF Extremadura,Badajoz 1905,37358,12.0,4.0,8.0,L,1.0,12.0,-12.0
28378,1997-1998,2,25,CD Leganés,CD Ourense,37359,9.0,6.0,9.0,L,8.0,0.0,0.0
28381,1997-1998,2,25,UE Lleida,Alavés,37360,10.0,7.0,7.0,L,7.0,4.0,-4.0
28377,1997-1998,2,25,Elche CF,CD Logroñés,37361,6.0,12.0,6.0,W,19.0,-6.0,6.0
28380,1997-1998,2,25,UD Las Palmas,Levante,37362,9.0,2.0,13.0,W,4.0,17.0,-17.0
28382,1997-1998,2,25,Villarreal,CD Numancia,37363,9.0,5.0,10.0,W,6.0,1.0,-1.0
28384,1997-1998,2,25,Sevilla FC,Xerez CD,37364,8.0,9.0,7.0,W,15.0,0.0,0.0
28391,1997-1998,2,26,Levante,UE Lleida,37365,3.0,15.0,7.0,W,22.0,-21.0,21.0
28387,1997-1998,2,26,CD Ourense,Alavés,37366,9.0,8.0,8.0,T,12.0,1.0,-1.0
28393,1997-1998,2,26,UD Las Palmas,CA Osasuna,37367,10.0,2.0,13.0,W,3.0,19.0,-19.0
28392,1997-1998,2,26,Rayo Vallecano,Albacete,37368,11.0,6.0,8.0,W,5.0,10.0,-10.0
28392,1997-1998,2,26,SD Eibar,Hércules CF,37369,9.0,6.0,10.0,L,8.0,10.0,-10.0
28389,1997-1998,2,26,CD Numancia,Badajoz 1905,37370,5.0,11.0,9.0,T,19.0,-17.0,17.0
28388,1997-1998,2,26,CD Toledo,Villarreal,37371,4.0,9.0,12.0,W,18.0,-10.0,10.0
28388,1997-1998,2,26,CD Logroñés,CF Extremadura,37372,2.0,12.0,11.0,L,21.0,-13.0,13.0
28391,1997-1998,2,26,Real Jaén CF,CD Leganés,37373,5.0,10.0,10.0,L,17.0,-11.0,11.0
28393,1997-1998,2,26,Sevilla FC,Elche CF,37374,9.0,9.0,7.0,W,14.0,2.0,-2.0
28385,1997-1998,2,26,Atl. Madrid B,Xerez CD,37375,11.0,5.0,9.0,L,4.0,11.0,-11.0
28399,1997-1998,2,27,CD Leganés,Xerez CD,37376,10.0,7.0,9.0,T,8.0,0.0,0.0
28402,1997-1998,2,27,Hércules CF,UD Las Palmas,37377,11.0,8.0,7.0,W,6.0,4.0,-4.0
28404,1997-1998,2,27,UE Lleida,CA Osasuna,37378,10.0,9.0,7.0,W,11.0,0.0,0.0
28399,1997-1998,2,27,CF Extremadura,Sevilla FC,37379,13.0,5.0,8.0,L,1.0,12.0,-12.0
28395,1997-1998,2,27,Albacete,Villarreal,37380,9.0,9.0,8.0,L,14.0,-2.0,2.0
28402,1997-1998,2,27,SD Eibar,Rayo Vallecano,37381,9.0,7.0,10.0,W,10.0,9.0,-9.0
28401,1997-1998,2,27,Real Jaén CF,Alavés,37382,5.0,11.0,10.0,L,19.0,-12.0,12.0
28396,1997-1998,2,27,Badajoz 1905,CD Logroñés,37383,8.0,6.0,12.0,L,12.0,6.0,-6.0
28403,1997-1998,2,27,Levante,CD Ourense,37384,4.0,15.0,7.0,W,21.0,-18.0,18.0
28397,1997-1998,2,27,Atl. Madrid B,Elche CF,37385,11.0,6.0,9.0,W,5.0,10.0,-10.0
28401,1997-1998,2,27,CD Numancia,CD Toledo,37386,5.0,11.0,10.0,W,18.0,-17.0,17.0
28416,1997-1998,2,28,Villarreal,SD Eibar,37387,11.0,6.0,10.0,T,7.0,2.0,-2.0
28407,1997-1998,2,28,Atl. Madrid B,CF Extremadura,37388,12.0,6.0,9.0,L,4.0,13.0,-13.0
28412,1997-1998,2,28,Hércules CF,UE Lleida,37389,12.0,8.0,7.0,L,6.0,8.0,-8.0
28415,1997-1998,2,28,Sevilla FC,Badajoz 1905,37390,11.0,9.0,7.0,L,8.0,6.0,-6.0
28408,1997-1998,2,28,CA Osasuna,CD Ourense,37391,9.0,11.0,7.0,L,15.0,-1.0,1.0
28410,1997-1998,2,28,CD Numancia,CD Logroñés,37392,6.0,11.0,10.0,L,16.0,-16.0,16.0
28414,1997-1998,2,28,Rayo Vallecano,UD Las Palmas,37393,12.0,7.0,8.0,L,5.0,10.0,-10.0
28411,1997-1998,2,28,CD Toledo,Albacete,37394,5.0,10.0,12.0,L,17.0,-10.0,10.0
28413,1997-1998,2,28,Levante,Real Jaén CF,37395,5.0,15.0,7.0,T,21.0,-17.0,17.0
28412,1997-1998,2,28,Elche CF,CD Leganés,37396,7.0,14.0,6.0,T,18.0,-10.0,10.0
28406,1997-1998,2,28,Alavés,Xerez CD,37397,14.0,6.0,7.0,W,1.0,13.0,-13.0
28420,1997-1998,2,29,CD Ourense,Hércules CF,37398,10.0,9.0,9.0,L,13.0,2.0,-2.0
28426,1997-1998,2,29,Rayo Vallecano,UE Lleida,37399,12.0,8.0,8.0,W,6.0,8.0,-8.0
28423,1997-1998,2,29,Real Jaén CF,CA Osasuna,37400,5.0,12.0,11.0,L,19.0,-13.0,13.0
28418,1997-1998,2,29,Alavés,Elche CF,37401,15.0,6.0,7.0,T,1.0,14.0,-14.0
28427,1997-1998,2,29,Xerez CD,Levante,37402,4.0,12.0,12.0,W,20.0,-13.0,13.0
28419,1997-1998,2,29,Atl. Madrid B,Badajoz 1905,37403,12.0,7.0,9.0,L,4.0,12.0,-12.0
28417,1997-1998,2,29,Albacete,CD Numancia,37404,10.0,10.0,8.0,T,14.0,-1.0,1.0
28419,1997-1998,2,29,CD Logroñés,Sevilla FC,37405,4.0,13.0,11.0,T,21.0,-12.0,12.0
28425,1997-1998,2,29,UD Las Palmas,Villarreal,37406,12.0,3.0,13.0,T,3.0,20.0,-20.0
28421,1997-1998,2,29,CF Extremadura,CD Leganés,37407,14.0,6.0,8.0,L,2.0,11.0,-11.0
28424,1997-1998,2,29,SD Eibar,CD Toledo,37408,10.0,7.0,11.0,L,9.0,10.0,-10.0
28435,1997-1998,2,30,SD Eibar,Albacete,37409,10.0,8.0,11.0,W,12.0,8.0,-8.0
28429,1997-1998,2,30,Badajoz 1905,CD Leganés,37410,10.0,7.0,12.0,T,10.0,8.0,-8.0
28434,1997-1998,2,30,CD Toledo,UD Las Palmas,37411,6.0,11.0,12.0,W,16.0,-10.0,10.0
28435,1997-1998,2,30,Hércules CF,Real Jaén CF,37412,13.0,9.0,7.0,T,5.0,8.0,-8.0
28438,1997-1998,2,30,UE Lleida,Villarreal,37413,12.0,10.0,7.0,L,9.0,0.0,0.0
28432,1997-1998,2,30,CF Extremadura,Alavés,37414,14.0,7.0,8.0,W,3.0,10.0,-10.0
28437,1997-1998,2,30,Rayo Vallecano,CD Ourense,37415,13.0,8.0,8.0,L,4.0,10.0,-10.0
28430,1997-1998,2,30,Atl. Madrid B,CD Logroñés,37416,12.0,8.0,9.0,L,7.0,11.0,-11.0
28433,1997-1998,2,30,Elche CF,Levante,37417,7.0,14.0,8.0,W,17.0,-10.0,10.0
28431,1997-1998,2,30,CA Osasuna,Xerez CD,37418,10.0,12.0,7.0,W,15.0,-1.0,1.0
28436,1997-1998,2,30,Sevilla FC,CD Numancia,37419,11.0,10.0,8.0,W,11.0,4.0,-4.0
28450,1997-1998,2,31,Villarreal,CD Ourense,37420,12.0,6.0,12.0,W,4.0,4.0,-4.0
28444,1997-1998,2,31,CD Leganés,CD Logroñés,37421,11.0,7.0,12.0,T,7.0,1.0,-1.0
28449,1997-1998,2,31,Xerez CD,Hércules CF,37422,5.0,13.0,12.0,T,21.0,-14.0,14.0
28448,1997-1998,2,31,UE Lleida,CD Toledo,37423,12.0,11.0,7.0,L,12.0,-2.0,2.0
28444,1997-1998,2,31,Real Jaén CF,Rayo Vallecano,37424,5.0,13.0,12.0,W,20.0,-15.0,15.0
28443,1997-1998,2,31,CA Osasuna,Elche CF,37425,11.0,12.0,7.0,T,14.0,1.0,-1.0
28440,1997-1998,2,31,Alavés,Badajoz 1905,37426,15.0,7.0,8.0,W,2.0,13.0,-13.0
28442,1997-1998,2,31,CF Extremadura,Levante,37427,15.0,7.0,8.0,W,1.0,11.0,-11.0
28446,1997-1998,2,31,Sevilla FC,Atl. Madrid B,37428,12.0,10.0,8.0,W,10.0,5.0,-5.0
28445,1997-1998,2,31,SD Eibar,CD Numancia,37429,11.0,8.0,11.0,T,9.0,10.0,-10.0
28447,1997-1998,2,31,UD Las Palmas,Albacete,37430,12.0,4.0,14.0,W,3.0,19.0,-19.0
28450,1997-1998,2,32,Alavés,CD Logroñés,37431,16.0,7.0,8.0,T,2.0,14.0,-14.0
28451,1997-1998,2,32,Atl. Madrid B,CD Numancia,37432,12.0,10.0,9.0,W,10.0,9.0,-9.0
28460,1997-1998,2,32,Villarreal,Real Jaén CF,37433,13.0,6.0,12.0,W,4.0,6.0,-6.0
28460,1997-1998,2,32,UE Lleida,Albacete,37434,12.0,12.0,7.0,W,11.0,-3.0,3.0
28452,1997-1998,2,32,Badajoz 1905,Levante,37435,10.0,8.0,13.0,W,12.0,7.0,-7.0
28455,1997-1998,2,32,CF Extremadura,CA Osasuna,37436,16.0,7.0,8.0,T,1.0,12.0,-12.0
28454,1997-1998,2,32,CD Ourense,CD Toledo,37437,11.0,11.0,9.0,T,13.0,1.0,-1.0
28459,1997-1998,2,32,SD Eibar,UD Las Palmas,37438,11.0,8.0,12.0,L,9.0,10.0,-10.0
28456,1997-1998,2,32,Elche CF,Hércules CF,37439,8.0,14.0,9.0,T,17.0,-9.0,9.0
28461,1997-1998,2,32,Xerez CD,Rayo Vallecano,37440,5.0,13.0,13.0,W,21.0,-14.0,14.0
28458,1997-1998,2,32,Sevilla FC,CD Leganés,37441,13.0,10.0,8.0,W,6.0,6.0,-6.0
28471,1997-1998,2,33,SD Eibar,UE Lleida,37442,11.0,9.0,12.0,W,12.0,7.0,-7.0
28465,1997-1998,2,33,CD Leganés,Atl. Madrid B,37443,11.0,8.0,13.0,W,11.0,0.0,0.0
28470,1997-1998,2,33,Rayo Vallecano,Elche CF,37444,13.0,11.0,8.0,L,8.0,6.0,-6.0
28471,1997-1998,2,33,Xerez CD,Villarreal,37445,6.0,13.0,13.0,L,18.0,-13.0,13.0
28468,1997-1998,2,33,Hércules CF,CF Extremadura,37446,13.0,9.0,10.0,L,6.0,8.0,-8.0
28467,1997-1998,2,33,CD Toledo,Real Jaén CF,37447,8.0,11.0,13.0,T,16.0,-8.0,8.0
28462,1997-1998,2,33,Badajoz 1905,CA Osasuna,37448,11.0,8.0,13.0,W,10.0,9.0,-9.0
28468,1997-1998,2,33,Sevilla FC,Alavés,37449,14.0,10.0,8.0,L,5.0,7.0,-7.0
28469,1997-1998,2,33,Levante,CD Logroñés,37450,5.0,19.0,8.0,L,22.0,-22.0,22.0
28463,1997-1998,2,33,Albacete,CD Ourense,37451,10.0,13.0,9.0,W,15.0,-7.0,7.0
28466,1997-1998,2,33,CD Numancia,UD Las Palmas,37452,6.0,14.0,12.0,T,20.0,-21.0,21.0
28481,1997-1998,2,34,UD Las Palmas,UE Lleida,37453,14.0,4.0,15.0,L,4.0,24.0,-24.0
28473,1997-1998,2,34,Atl. Madrid B,Alavés,37454,13.0,11.0,9.0,L,10.0,10.0,-10.0
28482,1997-1998,2,34,Villarreal,Elche CF,37455,15.0,6.0,12.0,T,3.0,10.0,-10.0
28474,1997-1998,2,34,Badajoz 1905,Hércules CF,37456,12.0,8.0,13.0,W,6.0,10.0,-10.0
28475,1997-1998,2,34,CD Leganés,CD Numancia,37457,12.0,8.0,13.0,L,7.0,1.0,-1.0
28479,1997-1998,2,34,Rayo Vallecano,CF Extremadura,37458,13.0,12.0,8.0,L,11.0,5.0,-5.0
28477,1997-1998,2,34,CD Ourense,SD Eibar,37459,11.0,12.0,10.0,W,13.0,0.0,0.0
28474,1997-1998,2,34,CA Osasuna,CD Logroñés,37460,11.0,13.0,9.0,T,15.0,0.0,0.0
28473,1997-1998,2,34,Albacete,Real Jaén CF,37461,11.0,13.0,9.0,L,14.0,-6.0,6.0
28476,1997-1998,2,34,CD Toledo,Xerez CD,37462,8.0,11.0,14.0,W,16.0,-8.0,8.0
28478,1997-1998,2,34,Levante,Sevilla FC,37463,5.0,20.0,8.0,W,22.0,-23.0,23.0
28489,1997-1998,2,35,Hércules CF,CD Logroñés,37464,13.0,11.0,10.0,L,9.0,5.0,-5.0
28491,1997-1998,2,35,Sevilla FC,CA Osasuna,37465,14.0,12.0,8.0,L,6.0,2.0,-2.0
28484,1997-1998,2,35,Alavés,CD Leganés,37466,18.0,7.0,9.0,W,2.0,16.0,-16.0
28493,1997-1998,2,35,UD Las Palmas,CD Ourense,37467,14.0,5.0,15.0,W,4.0,21.0,-21.0
28492,1997-1998,2,35,SD Eibar,Real Jaén CF,37468,12.0,10.0,12.0,T,11.0,7.0,-7.0
28494,1997-1998,2,35,Villarreal,CF Extremadura,37469,15.0,6.0,13.0,L,3.0,10.0,-10.0
28489,1997-1998,2,35,Elche CF,CD Toledo,37470,9.0,14.0,11.0,L,17.0,-8.0,8.0
28484,1997-1998,2,35,Badajoz 1905,Rayo Vallecano,37471,13.0,8.0,13.0,L,5.0,12.0,-12.0
28483,1997-1998,2,35,Atl. Madrid B,Levante,37472,13.0,12.0,9.0,L,10.0,9.0,-9.0
28493,1997-1998,2,35,Xerez CD,Albacete,37473,6.0,15.0,13.0,L,21.0,-18.0,18.0
28492,1997-1998,2,35,UE Lleida,CD Numancia,37474,14.0,13.0,7.0,L,7.0,1.0,-1.0
28497,1997-1998,2,36,Badajoz 1905,Villarreal,37475,13.0,9.0,13.0,T,5.0,11.0,-11.0
28498,1997-1998,2,36,CD Leganés,Levante,37476,12.0,10.0,13.0,T,11.0,-3.0,3.0
28501,1997-1998,2,36,CF Extremadura,CD Toledo,37477,19.0,7.0,9.0,L,2.0,17.0,-17.0
28500,1997-1998,2,36,CD Ourense,UE Lleida,37478,12.0,13.0,10.0,T,14.0,-1.0,1.0
28495,1997-1998,2,36,Alavés,CD Numancia,37479,19.0,7.0,9.0,W,1.0,19.0,-19.0
28495,1997-1998,2,36,CA Osasuna,Atl. Madrid B,37480,12.0,13.0,10.0,L,13.0,3.0,-3.0
28502,1997-1998,2,36,UD Las Palmas,Real Jaén CF,37481,15.0,5.0,15.0,W,3.0,23.0,-23.0
28502,1997-1998,2,36,Elche CF,Albacete,37482,9.0,15.0,11.0,W,17.0,-10.0,10.0
28501,1997-1998,2,36,SD Eibar,Xerez CD,37483,12.0,10.0,13.0,L,8.0,7.0,-7.0
28498,1997-1998,2,36,Hércules CF,Sevilla FC,37484,13.0,12.0,10.0,L,9.0,4.0,-4.0
28500,1997-1998,2,36,Rayo Vallecano,CD Logroñés,37485,14.0,13.0,8.0,L,6.0,4.0,-4.0
28513,1997-1998,2,37,Real Jaén CF,UE Lleida,37486,7.0,15.0,14.0,T,20.0,-17.0,17.0
28510,1997-1998,2,37,Hércules CF,Atl. Madrid B,37487,13.0,13.0,10.0,W,11.0,3.0,-3.0
28508,1997-1998,2,37,CD Leganés,CA Osasuna,37488,12.0,10.0,14.0,L,9.0,-3.0,3.0
28513,1997-1998,2,37,SD Eibar,Elche CF,37489,12.0,11.0,13.0,W,12.0,6.0,-6.0
28516,1997-1998,2,37,Villarreal,CD Logroñés,37490,15.0,7.0,14.0,W,4.0,8.0,-8.0
28509,1997-1998,2,37,CD Toledo,Badajoz 1905,37491,11.0,11.0,14.0,L,13.0,-3.0,3.0
28512,1997-1998,2,37,Rayo Vallecano,Sevilla FC,37492,14.0,14.0,8.0,L,10.0,2.0,-2.0
28515,1997-1998,2,37,Xerez CD,UD Las Palmas,37493,7.0,16.0,13.0,L,21.0,-18.0,18.0
28511,1997-1998,2,37,Levante,Alavés,37494,7.0,20.0,9.0,L,22.0,-18.0,18.0
28511,1997-1998,2,37,CF Extremadura,Albacete,37495,19.0,8.0,9.0,W,2.0,16.0,-16.0
28510,1997-1998,2,37,CD Ourense,CD Numancia,37496,12.0,13.0,11.0,L,14.0,-1.0,1.0
28522,1997-1998,2,38,CF Extremadura,SD Eibar,37497,20.0,8.0,9.0,W,2.0,18.0,-18.0
28518,1997-1998,2,38,Atl. Madrid B,Rayo Vallecano,37498,14.0,14.0,9.0,T,10.0,12.0,-12.0
28523,1997-1998,2,38,Elche CF,UD Las Palmas,37499,10.0,16.0,11.0,L,17.0,-8.0,8.0
28516,1997-1998,2,38,Albacete,Badajoz 1905,37500,12.0,16.0,9.0,T,16.0,-11.0,11.0
28521,1997-1998,2,38,Hércules CF,CD Leganés,37501,14.0,13.0,10.0,L,7.0,4.0,-4.0
28517,1997-1998,2,38,Alavés,CA Osasuna,37502,21.0,7.0,9.0,W,1.0,23.0,-23.0
28521,1997-1998,2,38,CD Logroñés,CD Toledo,37503,8.0,14.0,15.0,L,19.0,-8.0,8.0
28518,1997-1998,2,38,CD Numancia,Levante,37504,9.0,15.0,13.0,T,18.0,-18.0,18.0
28525,1997-1998,2,38,Real Jaén CF,CD Ourense,37505,7.0,15.0,15.0,T,20.0,-17.0,17.0
28527,1997-1998,2,38,Xerez CD,UE Lleida,37506,7.0,17.0,13.0,L,21.0,-20.0,20.0
28526,1997-1998,2,38,Villarreal,Sevilla FC,37507,16.0,7.0,14.0,T,4.0,9.0,-9.0
28533,1997-1998,2,39,Hércules CF,Alavés,37508,14.0,14.0,10.0,T,10.0,3.0,-3.0
28534,1997-1998,2,39,Rayo Vallecano,CD Leganés,37509,14.0,15.0,9.0,W,12.0,0.0,0.0
28537,1997-1998,2,39,Xerez CD,CD Ourense,37510,7.0,18.0,13.0,W,21.0,-22.0,22.0
28535,1997-1998,2,39,SD Eibar,Badajoz 1905,37511,13.0,12.0,13.0,W,11.0,6.0,-6.0
28537,1997-1998,2,39,UE Lleida,Elche CF,37512,15.0,14.0,9.0,W,7.0,2.0,-2.0
28528,1997-1998,2,39,Atl. Madrid B,Villarreal,37513,14.0,14.0,10.0,T,9.0,12.0,-12.0
28536,1997-1998,2,39,Sevilla FC,CD Toledo,37514,16.0,13.0,9.0,L,6.0,2.0,-2.0
28534,1997-1998,2,39,Levante,CA Osasuna,37515,7.0,21.0,10.0,W,22.0,-19.0,19.0
28536,1997-1998,2,39,UD Las Palmas,CF Extremadura,37516,18.0,5.0,15.0,W,3.0,29.0,-29.0
28531,1997-1998,2,39,CD Logroñés,Albacete,37517,8.0,15.0,15.0,W,19.0,-9.0,9.0
28530,1997-1998,2,39,CD Numancia,Real Jaén CF,37518,9.0,15.0,14.0,T,17.0,-18.0,18.0
28541,1997-1998,2,40,Badajoz 1905,UD Las Palmas,37519,14.0,10.0,15.0,W,7.0,10.0,-10.0
28546,1997-1998,2,40,Elche CF,CD Ourense,37520,10.0,18.0,11.0,T,19.0,-11.0,11.0
28544,1997-1998,2,40,Real Jaén CF,Xerez CD,37521,7.0,15.0,17.0,W,20.0,-17.0,17.0
28548,1997-1998,2,40,Villarreal,CD Leganés,37522,16.0,7.0,16.0,W,4.0,9.0,-9.0
28542,1997-1998,2,40,CA Osasuna,CD Numancia,37523,13.0,16.0,10.0,L,14.0,-3.0,3.0
28545,1997-1998,2,40,CF Extremadura,UE Lleida,37524,21.0,9.0,9.0,W,3.0,18.0,-18.0
28539,1997-1998,2,40,Alavés,Rayo Vallecano,37525,22.0,7.0,10.0,W,1.0,24.0,-24.0
28545,1997-1998,2,40,SD Eibar,CD Logroñés,37526,14.0,12.0,13.0,T,8.0,8.0,-8.0
28547,1997-1998,2,40,Levante,Hércules CF,37527,8.0,21.0,10.0,T,22.0,-18.0,18.0
28540,1997-1998,2,40,Atl. Madrid B,CD Toledo,37528,14.0,14.0,11.0,W,11.0,12.0,-12.0
28548,1997-1998,2,40,Sevilla FC,Albacete,37529,16.0,14.0,9.0,W,6.0,1.0,-1.0
28551,1997-1998,2,41,Badajoz 1905,UE Lleida,37530,15.0,10.0,15.0,L,6.0,11.0,-11.0
28549,1997-1998,2,41,Alavés,Villarreal,37531,23.0,7.0,10.0,L,1.0,27.0,-27.0
28553,1997-1998,2,41,CD Leganés,CD Toledo,37532,13.0,13.0,14.0,L,13.0,-6.0,6.0
28556,1997-1998,2,41,CF Extremadura,CD Ourense,37533,22.0,9.0,9.0,W,2.0,21.0,-21.0
28559,1997-1998,2,41,Sevilla FC,SD Eibar,37534,17.0,14.0,9.0,T,5.0,3.0,-3.0
28552,1997-1998,2,41,CA Osasuna,Hércules CF,37535,13.0,17.0,10.0,T,15.0,-4.0,4.0
28558,1997-1998,2,41,Levante,Rayo Vallecano,37536,8.0,21.0,11.0,L,22.0,-18.0,18.0
28557,1997-1998,2,41,UD Las Palmas,CD Logroñés,37537,19.0,6.0,15.0,L,3.0,29.0,-29.0
28550,1997-1998,2,41,Atl. Madrid B,Albacete,37538,15.0,14.0,11.0,T,8.0,13.0,-13.0
28555,1997-1998,2,41,Real Jaén CF,Elche CF,37539,8.0,15.0,17.0,W,20.0,-14.0,14.0
28560,1997-1998,2,41,Xerez CD,CD Numancia,37540,8.0,19.0,13.0,T,21.0,-24.0,24.0
28570,1997-1998,2,42,Levante,Villarreal,37541,8.0,22.0,11.0,L,22.0,-21.0,21.0
28571,1997-1998,2,42,Sevilla FC,UD Las Palmas,37542,17.0,14.0,10.0,T,5.0,3.0,-3.0
28563,1997-1998,2,42,Badajoz 1905,CD Ourense,37543,15.0,11.0,15.0,W,7.0,9.0,-9.0
28560,1997-1998,2,42,Albacete,CD Leganés,37544,12.0,18.0,11.0,W,16.0,-14.0,14.0
28564,1997-1998,2,42,Rayo Vallecano,CA Osasuna,37545,16.0,16.0,9.0,W,8.0,1.0,-1.0
28565,1997-1998,2,42,Real Jaén CF,CF Extremadura,37546,9.0,15.0,17.0,T,19.0,-13.0,13.0
28562,1997-1998,2,42,CD Toledo,Alavés,37547,14.0,13.0,14.0,L,11.0,-2.0,2.0
28566,1997-1998,2,42,CD Logroñés,UE Lleida,37548,10.0,15.0,16.0,L,17.0,-4.0,4.0
28562,1997-1998,2,42,Atl. Madrid B,SD Eibar,37549,15.0,14.0,12.0,W,9.0,13.0,-13.0
28567,1997-1998,2,42,CD Numancia,Hércules CF,37550,10.0,15.0,16.0,T,18.0,-17.0,17.0
28569,1997-1998,2,42,Elche CF,Xerez CD,37551,10.0,19.0,12.0,W,20.0,-12.0,12.0
28962,1998-1999,2,1,UE Lleida,CD Leganés,37552,,,,L,,,
28961,1998-1999,2,1,UD Las Palmas,Albacete,37553,,,,W,,,
28959,1998-1999,2,1,Hércules CF,Atl. Madrid B,37554,,,,W,,,
28954,1998-1999,2,1,CD Numancia,CP Mérida,37555,,,,W,,,
28957,1998-1999,2,1,CD Toledo,Sporting Gijón,37556,,,,T,,,
28961,1998-1999,2,1,SD Eibar,Málaga CF,37557,,,,L,,,
28953,1998-1999,2,1,Barcelona B,RCD Mallorca B ,37558,,,,L,,,
28960,1998-1999,2,1,Recr. Huelva,SD Compostela,37559,,,,T,,,
28954,1998-1999,2,1,CA Osasuna,Rayo Vallecano,37560,,,,T,,,
28952,1998-1999,2,1,Badajoz 1905,CD Logroñés,37561,,,,L,,,
28956,1998-1999,2,1,CD Ourense,Sevilla FC,37562,,,,L,,,
28962,1998-1999,2,2,Atl. Madrid B,Barcelona B,37563,0.0,1.0,0.0,T,15.0,-1.0,1.0
28971,1998-1999,2,2,Hércules CF,Rayo Vallecano,37564,1.0,0.0,0.0,T,4.0,1.0,-1.0
28966,1998-1999,2,2,CA Osasuna,CD Logroñés,37565,0.0,0.0,1.0,T,10.0,0.0,0.0
28965,1998-1999,2,2,Málaga CF,CD Ourense,37566,1.0,0.0,0.0,W,6.0,1.0,-1.0
28970,1998-1999,2,2,CP Mérida,SD Compostela,37567,0.0,1.0,0.0,L,17.0,-1.0,1.0
28973,1998-1999,2,2,SD Eibar,Sporting Gijón,37568,0.0,1.0,0.0,W,18.0,-1.0,1.0
28964,1998-1999,2,2,Badajoz 1905,UE Lleida,37569,0.0,1.0,0.0,L,19.0,-1.0,1.0
28964,1998-1999,2,2,CD Numancia,CD Leganés,37570,1.0,0.0,0.0,W,5.0,1.0,-1.0
28969,1998-1999,2,2,CD Toledo,UD Las Palmas,37571,0.0,0.0,1.0,W,13.0,0.0,0.0
28963,1998-1999,2,2,Albacete,RCD Mallorca B ,37572,0.0,1.0,0.0,L,16.0,-1.0,1.0
